,Company Name,Industry,Symbol,Series,ISIN Code
0,3M India Ltd.,Diversified,3MINDIA,EQ,INE470A01017
1,ACC Ltd.,Construction Materials,ACC,EQ,INE012A01025
2,AIA Engineering Ltd.,Capital Goods,AIAENG,EQ,INE212H01026
3,APL Apollo Tubes Ltd.,Capital Goods,APLAPOLLO,EQ,INE702C01027
4,AU Small Finance Bank Ltd.,Financial Services,AUBANK,EQ,INE949L01017
5,Abbott India Ltd.,Healthcare,ABBOTINDIA,EQ,INE358A01014
6,Adani Wilmar Ltd.,Fast Moving Consumer Goods,AWL,EQ,INE699H01024
7,Aditya Birla Capital Ltd.,Financial Services,ABCAPITAL,EQ,INE674K01013
8,Aditya Birla Fashion and Retail Ltd.,Consumer Services,ABFRL,EQ,INE647O01011
9,Ajanta Pharmaceuticals Ltd.,Healthcare,AJANTPHARM,EQ,INE031B01049
10,Alkem Laboratories Ltd.,Healthcare,ALKEM,EQ,INE540L01014
11,Apollo Tyres Ltd.,Automobile and Auto Components,APOLLOTYRE,EQ,INE438A01022
12,Ashok Leyland Ltd.,Capital Goods,ASHOKLEY,EQ,INE208A01029
13,Astral Ltd.,Capital Goods,ASTRAL,EQ,INE006I01046
14,Aurobindo Pharma Ltd.,Healthcare,AUROPHARMA,EQ,INE406A01037
15,BSE Ltd.,Financial Services,BSE,EQ,INE118H01025
16,Balkrishna Industries Ltd.,Automobile and Auto Components,BALKRISIND,EQ,INE787D01026
17,Bandhan Bank Ltd.,Financial Services,BANDHANBNK,EQ,INE545U01014
18,Bank of India,Financial Services,BANKINDIA,EQ,INE084A01016
19,Bank of Maharashtra,Financial Services,MAHABANK,EQ,INE457A01014
20,Bayer Cropscience Ltd.,Chemicals,BAYERCROP,EQ,INE462A01022
21,Berger Paints India Ltd.,Consumer Durables,BERGEPAINT,EQ,INE463A01038
22,Bharat Dynamics Ltd.,Capital Goods,BDL,EQ,INE171Z01026
23,Bharat Forge Ltd.,Automobile and Auto Components,BHARATFORG,EQ,INE465A01025
24,Bharti Hexacom Ltd.,Telecommunication,BHARTIHEXA,EQ,INE343G01021
25,Biocon Ltd.,Healthcare,BIOCON,EQ,INE376G01013
26,CG Power and Industrial Solutions Ltd.,Capital Goods,CGPOWER,EQ,INE067A01029
27,CRISIL Ltd.,Financial Services,CRISIL,EQ,INE007A01025
28,Carborundum Universal Ltd.,Capital Goods,CARBORUNIV,EQ,INE120A01034
29,Cochin Shipyard Ltd.,Capital Goods,COCHINSHIP,BE,INE704P01025
30,Coforge Ltd.,Information Technology,COFORGE,EQ,INE591G01017
31,Colgate Palmolive (India) Ltd.,Fast Moving Consumer Goods,COLPAL,EQ,INE259A01022
32,Container Corporation of India Ltd.,Services,CONCOR,EQ,INE111A01025
33,Coromandel International Ltd.,Chemicals,COROMANDEL,EQ,INE169A01031
34,Cummins India Ltd.,Capital Goods,CUMMINSIND,EQ,INE298A01020
35,Dalmia Bharat Ltd.,Construction Materials,DALBHARAT,EQ,INE00R701025
36,Deepak Nitrite Ltd.,Chemicals,DEEPAKNTR,EQ,INE288B01029
37,Delhivery Ltd.,Services,DELHIVERY,EQ,INE148O01028
38,Dixon Technologies (India) Ltd.,Consumer Durables,DIXON,EQ,INE935N01020
39,Emami Ltd.,Fast Moving Consumer Goods,EMAMILTD,EQ,INE548C01032
40,Endurance Technologies Ltd.,Automobile and Auto Components,ENDURANCE,EQ,INE913H01037
41,Escorts Kubota Ltd.,Capital Goods,ESCORTS,EQ,INE042A01014
42,Exide Industries Ltd.,Automobile and Auto Components,EXIDEIND,EQ,INE302A01020
43,FSN E-Commerce Ventures Ltd.,Consumer Services,NYKAA,EQ,INE388Y01029
44,Federal Bank Ltd.,Financial Services,FEDERALBNK,EQ,INE171A01029
45,Fertilisers and Chemicals Travancore Ltd.,Chemicals,FACT,EQ,INE188A01015
46,Fortis Healthcare Ltd.,Healthcare,FORTIS,EQ,INE061F01013
47,GMR Airports Infrastructure Ltd.,Services,GMRINFRA,EQ,INE776C01039
48,General Insurance Corporation of India,Financial Services,GICRE,EQ,INE481Y01014
49,Gland Pharma Ltd.,Healthcare,GLAND,EQ,INE068V01023
50,Glaxosmithkline Pharmaceuticals Ltd.,Healthcare,GLAXO,EQ,INE159A01016
51,Global Health Ltd.,Healthcare,MEDANTA,EQ,INE474Q01031
52,Godrej Industries Ltd.,Diversified,GODREJIND,EQ,INE233A01035
53,Godrej Properties Ltd.,Realty,GODREJPROP,EQ,INE484J01027
54,Grindwell Norton Ltd.,Capital Goods,GRINDWELL,EQ,INE536A01023
55,Gujarat Fluorochemicals Ltd.,Chemicals,FLUOROCHEM,EQ,INE09N301011
56,Gujarat Gas Ltd.,Oil Gas & Consumable Fuels,GUJGASLTD,EQ,INE844O01030
57,HDFC Asset Management Company Ltd.,Financial Services,HDFCAMC,EQ,INE127D01025
58,Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,HINDPETRO,EQ,INE094A01015
59,Hindustan Zinc Ltd.,Metals & Mining,HINDZINC,EQ,INE267A01025
60,Hitachi Energy India Ltd.,Capital Goods,POWERINDIA,EQ,INE07Y701011
61,Honeywell Automation India Ltd.,Capital Goods,HONAUT,EQ,INE671A01010
62,Housing & Urban Development Corporation Ltd.,Financial Services,HUDCO,EQ,INE031A01017
63,IDBI Bank Ltd.,Financial Services,IDBI,EQ,INE008A01015
64,IDFC First Bank Ltd.,Financial Services,IDFCFIRSTB,EQ,INE092T01019
65,IRB Infrastructure Developers Ltd.,Construction,IRB,EQ,INE821I01022
66,Indian Bank,Financial Services,INDIANB,EQ,INE562A01011
67,Indian Hotels Co. Ltd.,Consumer Services,INDHOTEL,EQ,INE053A01029
68,Indian Overseas Bank,Financial Services,IOB,EQ,INE565A01014
69,Indian Renewable Energy Development Agency Ltd.,Financial Services,IREDA,EQ,INE202E01016
70,Indraprastha Gas Ltd.,Oil Gas & Consumable Fuels,IGL,EQ,INE203G01027
71,Indus Towers Ltd.,Telecommunication,INDUSTOWER,EQ,INE121J01017
72,Ipca Laboratories Ltd.,Healthcare,IPCALAB,EQ,INE571A01038
73,J.K. Cement Ltd.,Construction Materials,JKCEMENT,EQ,INE823G01014
74,JSW Infrastructure Ltd.,Services,JSWINFRA,EQ,INE880J01026
75,Jindal Stainless Ltd.,Metals & Mining,JSL,EQ,INE220G01021
76,Jubilant Foodworks Ltd.,Consumer Services,JUBLFOOD,EQ,INE797F01020
77,K.P.R. Mill Ltd.,Textiles,KPRMILL,EQ,INE930H01031
78,KEI Industries Ltd.,Capital Goods,KEI,EQ,INE878B01027
79,KPIT Technologies Ltd.,Information Technology,KPITTECH,EQ,INE04I401011
80,Kalyan Jewellers India Ltd.,Consumer Durables,KALYANKJIL,EQ,INE303R01014
81,L&T Finance Ltd.,Financial Services,LTF,EQ,INE498L01015
82,L&T Technology Services Ltd.,Information Technology,LTTS,EQ,INE010V01017
83,LIC Housing Finance Ltd.,Financial Services,LICHSGFIN,EQ,INE115A01026
84,Linde India Ltd.,Chemicals,LINDEINDIA,EQ,INE473A01011
85,Lloyds Metals And Energy Ltd.,Metals & Mining,LLOYDSME,EQ,INE281B01032
86,Lupin Ltd.,Healthcare,LUPIN,EQ,INE326A01037
87,MRF Ltd.,Automobile and Auto Components,MRF,EQ,INE883A01011
88,Mahindra & Mahindra Financial Services Ltd.,Financial Services,M&MFIN,EQ,INE774D01024
89,Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,MRPL,EQ,INE103A01014
90,Mankind Pharma Ltd.,Healthcare,MANKIND,EQ,INE634S01028
91,Marico Ltd.,Fast Moving Consumer Goods,MARICO,EQ,INE196A01026
92,Max Financial Services Ltd.,Financial Services,MFSL,EQ,INE180A01020
93,Max Healthcare Institute Ltd.,Healthcare,MAXHEALTH,EQ,INE027H01010
94,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,MAZDOCK,EQ,INE249Z01012
95,Metro Brands Ltd.,Consumer Durables,METROBRAND,EQ,INE317I01021
96,Motherson Sumi Wiring India Ltd.,Automobile and Auto Components,MSUMI,EQ,INE0FS801015
97,MphasiS Ltd.,Information Technology,MPHASIS,EQ,INE356A01018
98,Muthoot Finance Ltd.,Financial Services,MUTHOOTFIN,EQ,INE414G01012
99,NLC India Ltd.,Power,NLCINDIA,EQ,INE589A01014
100,NMDC Ltd.,Metals & Mining,NMDC,EQ,INE584A01023
101,Nippon Life India Asset Management Ltd.,Financial Services,NAM-INDIA,EQ,INE298J01013
102,Oberoi Realty Ltd.,Realty,OBEROIRLTY,EQ,INE093I01010
103,Oil India Ltd.,Oil Gas & Consumable Fuels,OIL,EQ,INE274J01014
104,One 97 Communications Ltd.,Financial Services,PAYTM,EQ,INE982J01020
105,Oracle Financial Services Software Ltd.,Information Technology,OFSS,EQ,INE881D01027
106,PB Fintech Ltd.,Financial Services,POLICYBZR,EQ,INE417T01026
107,PI Industries Ltd.,Chemicals,PIIND,EQ,INE603J01030
108,Page Industries Ltd.,Textiles,PAGEIND,EQ,INE761H01022
109,Patanjali Foods Ltd.,Fast Moving Consumer Goods,PATANJALI,EQ,INE619A01035
110,Persistent Systems Ltd.,Information Technology,PERSISTENT,EQ,INE262H01021
111,Petronet LNG Ltd.,Oil Gas & Consumable Fuels,PETRONET,EQ,INE347G01014
112,Phoenix Mills Ltd.,Realty,PHOENIXLTD,EQ,INE211B01039
113,Polycab India Ltd.,Capital Goods,POLYCAB,EQ,INE455K01017
114,Poonawalla Fincorp Ltd.,Financial Services,POONAWALLA,EQ,INE511C01022
115,Prestige Estates Projects Ltd.,Realty,PRESTIGE,EQ,INE811K01011
116,Procter & Gamble Hygiene & Health Care Ltd.,Fast Moving Consumer Goods,PGHH,EQ,INE179A01014
117,Rail Vikas Nigam Ltd.,Construction,RVNL,EQ,INE415G01027
118,SBI Cards and Payment Services Ltd.,Financial Services,SBICARD,EQ,INE018E01016
119,SJVN Ltd.,Power,SJVN,EQ,INE002L01015
120,SKF India Ltd.,Capital Goods,SKFINDIA,EQ,INE640A01023
121,SRF Ltd.,Chemicals,SRF,EQ,INE647A01010
122,Schaeffler India Ltd.,Automobile and Auto Components,SCHAEFFLER,EQ,INE513A01022
123,Solar Industries India Ltd.,Chemicals,SOLARINDS,EQ,INE343H01029
124,Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,SONACOMS,EQ,INE073K01018
125,Star Health and Allied Insurance Company Ltd.,Financial Services,STARHEALTH,EQ,INE575P01011
126,Steel Authority of India Ltd.,Metals & Mining,SAIL,EQ,INE114A01011
127,Sun TV Network Ltd.,Media Entertainment & Publication,SUNTV,EQ,INE424H01027
128,Sundaram Finance Ltd.,Financial Services,SUNDARMFIN,EQ,INE660A01013
129,Sundram Fasteners Ltd.,Automobile and Auto Components,SUNDRMFAST,EQ,INE387A01021
130,Supreme Industries Ltd.,Capital Goods,SUPREMEIND,EQ,INE195A01028
131,Suzlon Energy Ltd.,Capital Goods,SUZLON,EQ,INE040H01021
132,Syngene International Ltd.,Healthcare,SYNGENE,EQ,INE398R01022
133,Tata Chemicals Ltd.,Chemicals,TATACHEM,EQ,INE092A01019
134,Tata Communications Ltd.,Telecommunication,TATACOMM,EQ,INE151A01013
135,Tata Elxsi Ltd.,Information Technology,TATAELXSI,EQ,INE670A01012
136,Tata Investment Corporation Ltd.,Financial Services,TATAINVEST,EQ,INE672A01018
137,Tata Technologies Ltd.,Information Technology,TATATECH,EQ,INE142M01025
138,The New India Assurance Company Ltd.,Financial Services,NIACL,EQ,INE470Y01017
139,Thermax Ltd.,Capital Goods,THERMAX,EQ,INE152A01029
140,Timken India Ltd.,Capital Goods,TIMKEN,EQ,INE325A01013
141,Torrent Power Ltd.,Power,TORNTPOWER,EQ,INE813H01021
142,Tube Investments of India Ltd.,Automobile and Auto Components,TIINDIA,EQ,INE974X01010
143,UNO Minda Ltd.,Automobile and Auto Components,UNOMINDA,EQ,INE405E01023
144,UPL Ltd.,Chemicals,UPL,EQ,INE628A01036
145,United Breweries Ltd.,Fast Moving Consumer Goods,UBL,EQ,INE686F01025
146,Vodafone Idea Ltd.,Telecommunication,IDEA,EQ,INE669E01016
147,Voltas Ltd.,Consumer Durables,VOLTAS,EQ,INE226A01021
148,Yes Bank Ltd.,Financial Services,YESBANK,EQ,INE528G01035
149,ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,ZFCVINDIA,EQ,INE342J01019
